DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.1520/stp37557s,carbides Ti,"Comparison of Stress Corrosion Cracking Characteristics of CP Ti, Ti-6AI-7Nb, Ti-6AI-4V, and Ti-15IVIo","Titanium, Niobium, Zirconium, and Tantalum for Medical and Surgical Applications",,"ASTM International100 Barr Harbor Drive, PO Box C700, West Conshohocken, PA 19428-2959",book-chapter,https://doi.org/10.1520/stp37557s,,,202-212,en,2006-1-1,,2006-1-1,"RS, Williamson, MD, Roach, LD, Zardiackas"
10.26522/ti.v2i1.706,carbides Ti,Screen shot 10,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.706,2,1,14,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.723,carbides Ti,Untitled 2,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.723,2,1,34,,,2013-4-7,2013-4-7,"Josie, Ament"
10.26522/ti.v5i1.1337,carbides Ti,Catalogue,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v5i1.1337,5,1,9-16,,,2016-3-12,2016-3-12,"Multiple, Artists"
10.2139/ssrn.4244014,carbides Ti,Liquid Phase Migration in Cemented Carbides – Experiments and Modelling,SSRN Electronic Journal,1556-5068,Elsevier BV,journal-article,https://doi.org/10.2139/ssrn.4244014,,,,en,,,2022,"Armin, Salmasi, Imran, Hanif, Torbjörn, Jonsson, Henrik, Larsson"
10.1016/b0-08-043152-6/01115-3,carbides Ti,"Nonoxide Ceramics, Creep and Creep Rupture of: Silicon Nitrides and Silicon Carbides",Encyclopedia of Materials: Science and Technology,,Elsevier,book-chapter,https://doi.org/10.1016/b0-08-043152-6/01115-3,,,6283-6284,en,2001,,2001,"S.M., Wiederhorn"
10.1063/1.4989460,carbides Ti,Carrier transport in layered nanolaminated carbides,Journal of Applied Physics,"0021-8979, 1089-7550",AIP Publishing,journal-article,https://doi.org/10.1063/1.4989460,122,15,,en,2017-10-21,2017-10-18,2017-10-18,"Aniruddha, Konar, Rajan K., Pandey, Tamilmani, Ethirajan"
10.26522/ti.v2i1.727,carbides Ti,Untitled 6,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.727,2,1,38,,,2013-4-7,2013-4-7,"Josie, Ament"
10.26522/ti.v3i1.905,carbides Ti,Anaphores,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v3i1.905,3,1,60-69,,,2014-3-29,2014-3-29,"Auteurs, Collectifs"
10.1063/1.5081452,carbides Ti,Topologically nontrivial phases in superconducting transition metal carbides,Journal of Applied Physics,"0021-8979, 1089-7550",AIP Publishing,journal-article,https://doi.org/10.1063/1.5081452,125,5,,en,2019-2-7,2019-2-4,2019-2-4,"Richard, Zhan, Xuan, Luo"
10.21883/ftt.2019.12.48583.547,carbides Ti,"Особенности формирования электронной структуры при синтезе соединений Ti-=SUB=-2-=/SUB=-AlC, Ti-=SUB=-2-=/SUB=-AlN, Ti-=SUB=-2-=/SUB=-SiC и Ti-=SUB=-2-=/SUB=-SiN",Физика твердого тела,0367-3294,Ioffe Institute Russian Academy of Sciences,journal-article,https://doi.org/10.21883/ftt.2019.12.48583.547,61,12,2488,ru,2019,,2019,"В.Г., Заводинский, О.А., Горкуша"
10.14489/hb.supp.2014.05.pp.002-005,carbides Ti,ULTRAFINE AND FUNCTIONALLY GRADED CEMENTED CARBIDES,Spravochnik. Inzhenernyi zhurnal,0203-347X,"Izdatel'skii dom Spektr, LLC",journal-article,https://doi.org/10.14489/hb.supp.2014.05.pp.002-005,,,2-5,,2014,2014,2014,"S. V., Kirsanov"
10.59499/ep235765016,carbides Ti,Insights on the Microstructural Characteristics Of WC-Co-Ru Cemented Carbides,Euro PM2023 Proceedings,,EPMA,proceedings-article,https://doi.org/10.59499/ep235765016,,,,,,2023-9-15,2023-9-15,"Raquel, de Oro Calderon, Robert, Steinlechner, Wolf-Dieter, Schubert"
10.5194/ejm-34-131-2022,carbides Ti,Vanadium carbides in shungite,European Journal of Mineralogy,1617-4011,Copernicus GmbH,journal-article,https://doi.org/10.5194/ejm-34-131-2022,34,1,131-141,en,,2022-2-16,2022-2-16,"Vladimir V., Kovalevski, Igor A., Moshnikov"
10.26522/ti.v2i1.703,carbides Ti,Screen shot 7,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.703,2,1,11,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.739,carbides Ti,"Untitled Braille, text",ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.739,2,1,48,,,2013-4-7,2013-4-7,"Jennifer, Huang"
10.1016/s0026-0657(00)93930-4,carbides Ti,Hardmetals for metal cutting based on titanium and vanadium carbides,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(00)93930-4,55,3,41,en,2000-3,,2000-3,
10.1201/9781003306511-2,carbides Ti,The Rise of MXenes,MXenes,,Jenny Stanford Publishing,book-chapter,https://doi.org/10.1201/9781003306511-2,,,3-11,en,2023-6-8,,2023-6-8,"Yury, Gogotsi, Babak, Anasori"
10.26522/ti.v7i1.1734,carbides Ti,My Grandfather,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v7i1.1734,7,1,20,,,2018-3-31,2018-3-31,"M, Elissa"
10.3901/cjme.2002.supp.166,carbides Ti,Mirror surface grinding of steel bonded carbides,Chinese Journal of Mechanical Engineering (English Edition),1000-9345,Chinese Journal of Mechanical Engineering,journal-article,https://doi.org/10.3901/cjme.2002.supp.166,15,supp,166,en,2002,,2002,"Zhejun, Yuan"
10.5151/2594-5327-34638,carbides Ti,"ESTUDO E COMPARAÇÃO DAS PROPRIEDADES MECÂNICAS E BIOCOMPATIBILIDADE DAS LIGAS TI-10MO-20NB, TI-6AL-4V E TI-CP",ABM Proceedings,,Editora Blucher,proceedings-article,https://doi.org/10.5151/2594-5327-34638,,,3580-3591,,,2022-6,2022-6,"Lucas de Mendonça, Neuba"
10.1007/s11082-022-03910-6,carbides Ti,Laser surface texturing of Ti/Cu/Ti and Ti/Cu/Zr/Ti multilayers thin films,Optical and Quantum Electronics,"0306-8919, 1572-817X",Springer Science and Business Media LLC,journal-article,https://doi.org/10.1007/s11082-022-03910-6,54,9,,en,2022-9,2022-7-26,2022-7-26,"Nevena, Božinović, Vladimir, Rajić, Danilo, Kisić, Dubravka, Milovanović, Jelena, Savović, Suzana, Petrović"
10.26522/ti.v2i1.709,carbides Ti,Screen shot 13,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.709,2,1,17,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v7i1.1729,carbides Ti,Writing Music,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v7i1.1729,7,1,4-6,,,2018-3-31,2018-3-31,"Various, Artists"
10.26522/ti.v1i1.639,carbides Ti,Calligrammes,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.639,1,1,65-90,,,2012-10-9,2012-10-9,"Student, Authors/Artists"
10.26522/ti.v2i1.702,carbides Ti,Screen shot 6,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.702,2,1,10,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.735,carbides Ti,Choose Happiness,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.735,2,1,44,,,2013-4-7,2013-4-7,"Kevin, Greene"
10.26522/ti.v1i1.631,carbides Ti,Didactic Panel,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.631,1,1,8,,,2012-4-14,2012-4-14,"Catherine, Parayre"
10.26522/ti.v2i1.738,carbides Ti,Untitled Braille,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.738,2,1,47,,,2013-4-7,2013-4-7,"Jennifer, Huang"
10.26522/ti.v2i1.711,carbides Ti,Screen shot 15,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.711,2,1,19,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.699,carbides Ti,Screen shot 3,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.699,2,1,7,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.712,carbides Ti,Screen shot 16,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.712,2,1,20,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.729,carbides Ti,Braille Vision,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.729,2,1,40,,,2013-4-7,2013-4-7,"Nick, Cowan-Nagora"
10.26522/ti.v2i1.713,carbides Ti,Screen shot 17,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.713,2,1,21,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.710,carbides Ti,Screen shot 14,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.710,2,1,18,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v9i1.2450,carbides Ti,Writing Arts,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v9i1.2450,9,1,29-36,,,2020-3-26,2020-3-26,"Multiple, Authors"
10.26522/ti.v2i1.750,carbides Ti,From Tom Sleigh,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.750,2,1,59,,,2013-4-7,2013-4-7,"Shawndra, White"
10.26522/ti.v2i1.698,carbides Ti,Screen shot 2,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.698,2,1,6,,,2013-4-7,2013-4-7,"G, B"
10.31496/retii.v1i1,carbides Ti,,"Revista de Engenharia, TI e Inovação",2966-2508,Revista Profissao Docente,journal-issue,https://doi.org/10.31496/retii.v1i1,1,1,,,,2024-7-23,2024-7-23,
10.26522/ti.v2i1.695,carbides Ti,Editorial,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.695,2,1,1-2,,,2013-4-7,2013-4-7,"Catherine, Parayre"
10.26522/ti.v2i1.700,carbides Ti,Screen shot 4,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.700,2,1,8,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.715,carbides Ti,Screen shot 19,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.715,2,1,23,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.697,carbides Ti,Screen shot 1,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.697,2,1,5,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.708,carbides Ti,Screen shot 12,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.708,2,1,16,,,2013-4-7,2013-4-7,"G, B"
10.31496/retii.v1i2,carbides Ti,,"Revista de Engenharia, TI e Inovação",2966-2508,Revista Profissao Docente,journal-issue,https://doi.org/10.31496/retii.v1i2,1,2,,,,2025-4-23,2025-4-23,
10.26522/ti.v2i1.770,carbides Ti,Tent and Tree,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.770,2,1,83,,,2013-4-7,2013-4-7,"Shawn, Serfas"
10.48047/nq.2022.20.6.nq23030,carbides Ti,A First Principles Calculation on the Structural and Electronic Properties of Binary and Ternary Transition Metal Carbides,NeuroQuantology,,Institute for Advanced Studies,journal-article,https://doi.org/10.48047/nq.2022.20.6.nq23030,20,6,,,2024-5-30,2024-6-5,2024-5-30,
10.1016/s0026-0657(02)80279-x,carbides Ti,Sintering shrinkage in nano-crystalline cemented carbides,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(02)80279-x,57,6,57,en,2002-6,,2002-6,"L.Y., Zhang"
10.2139/ssrn.4759243,carbides Ti,First-Principles Prediction of Point Defect Energies and Concentrations in the Tantalum and Hafnium Carbides,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.4759243,,,,,,,2024,"I., Khatri, R.  K., Koju, Y., Mishin"
10.3384/diss.diva-132272,carbides Ti,Growth and Mechanical Properties of Transition Metal Nitrides and Carbides,Linköping Studies in Science and Technology. Dissertations,0345-7524,Linköping University Electronic Press,monograph,https://doi.org/10.3384/diss.diva-132272,,,,en,2016-11-30,,2016-11-30,"Daniel, Edström"
10.1016/s0026-0657(09)70217-6,carbides Ti,Nano carbides make for low temperature sintering,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(09)70217-6,64,9,26-32,en,2009-10,,2009-10,"Ken, Brookes"
10.15372/csd20180510,carbides Ti,"Modelling Synthesis via Combustion of Composites Based on Mechanoactivated Ti–C, Ti–B, and Ti–Si Powder Systems",Chemistry for Sustainable Development,1817-1818,Publishing House SB RAS,journal-article,https://doi.org/10.15372/csd20180510,,5,,,2018,2018,2018,
10.63451/ti.v1i9.105,carbides Ti,Virtualização: Uma Abordagem Formativa para Professores de TI,Direito &amp; TI,2447-1097,WB Educação,journal-article,https://doi.org/10.63451/ti.v1i9.105,1,9,5,,,2018-5-5,2018-5-5,"Clemilson, Antonio de Oliveira, Wisley, Da Silva Paulo"
10.1016/j.focat.2018.05.055,carbides Ti,"Alternative Catalytic Materials: Carbides, Nitrides, Phosphides and Amorphous Boron Alloys",Focus on Catalysts,1351-4180,Elsevier BV,journal-article,https://doi.org/10.1016/j.focat.2018.05.055,2018,6,7,en,2018-6,,2018-6,
10.1016/j.ultramic.2011.01.033,carbides Ti,APT analysis of WC–Co based cemented carbides,Ultramicroscopy,0304-3991,Elsevier BV,journal-article,https://doi.org/10.1016/j.ultramic.2011.01.033,111,6,595-599,en,2011-5,,2011-5,"Jonathan, Weidow, Hans-Olof, Andrén"
10.1520/stp37556s,carbides Ti,"Comparison of the Corrosion Fatigue Characteristics of CP Ti-Grade 4, Ti-6AI-4V ELI, Ti-6AI-7Nb, and Ti-15Mo","Titanium, Niobium, Zirconium, and Tantalum for Medical and Surgical Applications",,"ASTM International100 Barr Harbor Drive, PO Box C700, West Conshohocken, PA 19428-2959",book-chapter,https://doi.org/10.1520/stp37556s,,,183-201,en,2006-1-1,,2006-1-1,"MD, Roach, RS, Williamson, LD, Zardiackas"
10.26522/ti.v2i1.718,carbides Ti,Screen shot 22,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.718,2,1,26,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.704,carbides Ti,Screen shot 8,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.704,2,1,12,,,2013-4-7,2013-4-7,"G, B"
10.1055/sos-sd-043-00065,carbides Ti,Synthesis of Polydisperse Polyyne Solutions from the Hydrolysis of Carbides,"Polyynes, Arynes, Enynes, and Alkynes",,Georg Thieme Verlag KG,book-chapter,https://doi.org/10.1055/sos-sd-043-00065,,,1,,2008,2008,2008,"A., Hirsch, O., Vostrowsky"
10.1016/s0026-0657(02)80204-1,carbides Ti,Properties of cemented carbides alloyed by molten metal treatment,Metal Powder Report,0026-0657,Auricle Global Society of Education and Research,journal-article,https://doi.org/10.1016/s0026-0657(02)80204-1,57,5,38,en,2002-5,,2002-5,
10.26522/ti.v2i1.701,carbides Ti,Screen shot 5,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.701,2,1,9,,,2013-4-7,2013-4-7,"G, B"
10.1299/jsmezairiki.2003.0_683,carbides Ti,Environmental Degradation Map of Ti and Ti Alloys,Proceedings of the 1992 Annual Meeting of JSME/MMD,2433-1287,Japan Society of Mechanical Engineers,journal-article,https://doi.org/10.1299/jsmezairiki.2003.0_683,2003,0,683-684,en,2003,,2003,"Takumi, HARUNA, Toshio, SHIBATA"
10.26522/ti.v3i1.898,carbides Ti,Introduction and Credits,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v3i1.898,3,1,1-2,,,2014-3-29,2014-3-29,"Collective, Authors"
10.26522/ti.v5i1.1335,carbides Ti,Collaboration as Collage,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v5i1.1335,5,1,4-5,,,2016-3-12,2016-3-12,"Shawn, Serfas"
10.2139/ssrn.5187389,carbides Ti,Ni-Coated Carbon Nanotubes Improve the Mechanical and Wear Resistance of Wc-10co Cemented Carbides,,,Elsevier BV,posted-content,https://doi.org/10.2139/ssrn.5187389,,,,,,,2025,"Ke, Zhang, Bing, Zhang, Yanyan, Liu, Wei, Li"
10.59499/wp225369168,carbides Ti,Rapid Verification Of Two Important Microstructural Parameters Of Cemented Carbides Through Two-dimensional Characterization,World PM2022 Proceedings,,EPMA,proceedings-article,https://doi.org/10.59499/wp225369168,,,,,,2022-9-15,2022-9-15,"Shiqi, Fang, Núria, Salán Ballesteros, Luis, Llanes"
10.1002/9780470370087.ch2,carbides Ti,B,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch2,,,13-30,en,2008-8-27,2008-1-7,2008-1-7,
10.1002/9780470370087.ch17,carbides Ti,Q,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch17,,,283-283,en,2008-8-27,2008-1-7,2008-1-7,
10.1002/9780470370087.ch7,carbides Ti,G,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch7,,,127-159,en,2008-8-27,2008-1-7,2008-1-7,
10.26522/ti.v2i1.707,carbides Ti,Screen shot 11,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.707,2,1,15,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v2i1.717,carbides Ti,Screen shot 21,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.717,2,1,25,,,2013-4-7,2013-4-7,"G, B"
10.13052/rp-9788770226851,carbides Ti,Electric and Electronic Circuit Simulation using TINA-TI®,Electric and Electronic Circuit Simulation using TINA-TI®,,River Publisher,book-chapter,https://doi.org/10.13052/rp-9788770226851,,,1-458,,2022,,2022,"Farzin, Asadi"
10.4028/www.scientific.net/amm.869.20,carbides Ti,Modelling the Brittle/Ductile Transition in Super-Fine Finishing of Carbides,Applied Mechanics and Materials,1662-7482,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amm.869.20,869,,20-28,,,2017-8,2017-8,"Anthony, Beaucamp"
10.9734/bpi/cteims/v1/5423c,carbides Ti,Sol Gel Synthesis and Characterization of Carbides,Current Topics and Emerging Issues in Materials Sciences Vol. 1,,B P International (a part of SCIENCEDOMAIN International),book-chapter,https://doi.org/10.9734/bpi/cteims/v1/5423c,,,108-118,,2023-4-20,2023-4-20,2023-4-20,"Anju, Dixit"
10.3384/diss.diva-163847,carbides Ti,Synthesis and characterization of two- and three-dimensional nanolaminated carbides,Linköping Studies in Science and Technology. Dissertations,0345-7524,Linköping University Electronic Press,monograph,https://doi.org/10.3384/diss.diva-163847,,,,,2020-3-26,,2020-3-26,"Quanzheng, Tao"
10.1002/9783527654581.ch3,carbides Ti,"Elastic Properties, Raman and Infrared Spectroscopy",MAX Phases,,Wiley,other,https://doi.org/10.1002/9783527654581.ch3,,,65-105,en,2013-9-25,2013-8-9,2013-8-9,
10.1016/b978-0-12-819726-4.00005-3,carbides Ti,Cemented Carbides – An Outstanding Class of Refractory Based Alloys,Encyclopedia of Materials: Metals and Alloys,,Elsevier,book-chapter,https://doi.org/10.1016/b978-0-12-819726-4.00005-3,,,383-393,en,2022,,2022,"Weimin, Chen, Lijun, Zhang"
10.3384/diss.diva-151666,carbides Ti,Synthesis and transport properties of 2D transition metal carbides (MXenes),Linköping Studies in Science and Technology. Dissertations,0345-7524,Linköping University Electronic Press,monograph,https://doi.org/10.3384/diss.diva-151666,,,,en,2018-10-30,,2018-10-30,"Joseph, Halim"
10.37434/tpwj2020.12.05,carbides Ti,Plasma transferred arc surfacing of composite alloys with separate feed of tungsten carbides and matrix alloy,The Paton Welding Journal,"0957-798X, 0957-798X",International Association Welding,journal-article,https://doi.org/10.37434/tpwj2020.12.05,2020,12,34-39,,2020-12-28,2020-12-28,2020-12-28,"A.I., Som, B.A., Halahuz"
10.26522/ti.v2i1.740,carbides Ti,Text in Braille,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.740,2,1,49,,,2013-4-7,2013-4-7,"Sonya, Kloostera"
10.26522/ti.v7i1.1728,carbides Ti,Isolement / Eclipse lunaire,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v7i1.1728,7,1,3,,,2018-3-31,2018-3-31,"Divers.es, Auteur.e.s"
10.26522/ti.v2i1.775,carbides Ti,Ascorbic Acid #2,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.775,2,1,88,,,2013-4-7,2013-4-7,"Eric, Zboya"
10.26522/ti.v2i1.752,carbides Ti,L'éloge de l'ombre,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.752,2,1,64,,,2013-4-7,2013-4-7,"Chantal, Durand"
10.26522/ti.v2i1.719,carbides Ti,Screen shot 23,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.719,2,1,27,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v1i1.645,carbides Ti,EzraPounding/MerrillLynching,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.645,1,1,122-124,,,2012-4-14,2012-4-14,"Never, Lopez"
10.26522/ti.v5i1.1336,carbides Ti,Hansa Yellow,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v5i1.1336,5,1,6-8,,,2016-3-12,2016-3-12,"Catherine, Parayre"
10.31496/retii.v2i1,carbides Ti,,"Revista de Engenharia, TI e Inovação",2966-2508,Revista Profissao Docente,journal-issue,https://doi.org/10.31496/retii.v2i1,2,1,,,,2025-7-25,2025-7-25,
10.1002/9780470370087.ch6,carbides Ti,F,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch6,,,103-126,en,2008-8-27,2008-1-7,2008-1-7,
10.1002/9780470370087.ch13,carbides Ti,M,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch13,,,209-230,en,2008-8-27,2008-1-7,2008-1-7,
10.1016/j.mtcomm.2023.106280,carbides Ti,M3C2 (Cr3C2 Type) carbides formed in steel,Materials Today Communications,2352-4928,Elsevier BV,journal-article,https://doi.org/10.1016/j.mtcomm.2023.106280,35,,106280,en,2023-6,,2023-6,"Yinzhong, Shen, Jianxing, Wo"
10.4028/www.scientific.net/kem.395.69,carbides Ti,"Processing of Refractory Metal Borides, Carbides and Nitrides",Key Engineering Materials,1662-9795,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/kem.395.69,395,,69-88,,,2008-10,2008-10,"Lingappa, Rangaraj, Canchi, Divakar, Vikram, Jayaram"
10.1016/j.jallcom.2007.10.054,carbides Ti,"A comparison of tensile properties and corrosion behavior of cast Ti–7.5Mo with c.p. Ti, Ti–15Mo and Ti–6Al–4V alloys",Journal of Alloys and Compounds,0925-8388,Elsevier BV,journal-article,https://doi.org/10.1016/j.jallcom.2007.10.054,464,1-2,580-583,en,2008-9,,2008-9,"Wen-Fu, Ho"
10.26522/ti.v2i1.762,carbides Ti,OMADHAUN*ALL,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.762,2,1,73-75,,,2013-4-7,2013-4-7,"Stephen, Remus"
10.1016/j.jmatprotec.2004.09.058,carbides Ti,"Ti+TiN, Ti+Ti(CxN1−x), Ti+TiC PVD coatings on the ASP 30 sintered high-speed steel",Journal of Materials Processing Technology,0924-0136,Elsevier BV,journal-article,https://doi.org/10.1016/j.jmatprotec.2004.09.058,157-158,,370-379,en,2004-12,,2004-12,"W., Kwaśny, L.A., Dobrzański, S., Bugliosi"
10.1002/9780470370087.ch4,carbides Ti,D,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch4,,,67-87,en,2008-8-27,2008-1-7,2008-1-7,
10.1002/9780470370087.ch12,carbides Ti,L,Mathematical Relations in Particulate Materials Processing,,Wiley,other,https://doi.org/10.1002/9780470370087.ch12,,,195-208,en,2008-8-27,2008-1-7,2008-1-7,
10.4028/www.scientific.net/amr.893.100,carbides Ti,A Study on Application of Surfactants in Cemented Carbides Ball Milling,Advanced Materials Research,1662-8985,"Trans Tech Publications, Ltd.",journal-article,https://doi.org/10.4028/www.scientific.net/amr.893.100,893,,100-104,,,2014-2-19,2014-2-19,"Tang, Kai, Yan, Jie"
10.26522/ti.v9i1.2452,carbides Ti,12 Berkley Street,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v9i1.2452,9,1,46-52,,,2020-3-26,2020-3-26,"Michaela, Smart"
10.26522/ti.v4i1.1166,carbides Ti,Pour Malik Oussékine (1986),ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v4i1.1166,4,1,52,,,2015-3-31,2015-3-31,"Anna, Simiganoschi"
10.26522/ti.v2i1.746,carbides Ti,"From Mark Twain, Kindness",ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.746,2,1,55,,,2013-4-7,2013-4-7,"Helen, Slee"
10.26522/ti.v1i1.652,carbides Ti,Autres créations,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v1i1.652,1,1,110-113,,,2012-10-9,2012-10-9,"Student, Authors/Artists"
10.26522/ti.v5i1.1338,carbides Ti,More Visual Appropriations...,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v5i1.1338,5,1,17-20,,,2016-3-12,2016-3-12,"Multiple, Artists"
10.26522/ti.v2i1.716,carbides Ti,Screen shot 20,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v2i1.716,2,1,24,,,2013-4-7,2013-4-7,"G, B"
10.26522/ti.v3i1.904,carbides Ti,Manifeste de l'écrivaine,ti&lt;,1929-4336,Brock University Library,journal-article,https://doi.org/10.26522/ti.v3i1.904,3,1,59,,,2014-3-29,2014-3-29,"Mikaela, Batke"
10.31399/asm.hb.v24.a0006583,carbides Ti,"Additive Manufacturing of Tungsten, Molybdenum, and Cemented Carbides",Additive Manufacturing Processes,,ASM International,book-chapter,https://doi.org/10.31399/asm.hb.v24.a0006583,,,380-387,en,2020-6-15,,2020-6-15,"Ravi K., Enneti, Juan L., Trasorras, Heinrich, Kestler"
10.1016/j.nantod.2017.10.001,carbides Ti,Old materials with new properties II: The metal carbides,Nano Today,1748-0132,Elsevier BV,journal-article,https://doi.org/10.1016/j.nantod.2017.10.001,18,,12-14,en,2018-2,,2018-2,"Tianchao, Niu"
