DOI,Query,Title,Journal,ISSN,Publisher,Type,URL,Volume,Issue,Page,Language,PublishedPrint,PublishedOnline,Issued,Author
10.3390/gels11040256,high entropy alloys spall strength,Urea Delays High-Temperature Crosslinking of Polyacrylamide for In Situ Preparation of an Organic/Inorganic Composite Gel,Gels,,,,https://doi.org/10.3390/gels11040256,,,,,,,2025-3-31,"Li, Liang, Junlong, Li, Dongxiang, Li, Jie, Xu, Bin, Zheng, Jikuan, Zhao"
10.15244/pjoes/195978,high entropy alloys spall strength,"Research on High-Resolution Prediction Method
of Sichuan Province’s Natural Resources
Based on Multi-Source Information Fusion",Polish Journal of Environmental Studies,,,,https://doi.org/10.15244/pjoes/195978,,,,,,,2025-3-31,"Han, Zhang, Zhengwei, Chang, Shenggui, Ma, Yang, Wei, Yumin, Chen, Rui, Zhu"
10.23939/sa2025.01.095,high entropy alloys spall strength,ARCHITECTURE OF THE HIGH CASTLE IN COMPARISON WITH EUROPEAN ANALOGUES FROM DIFFERENT PERIODS,"Vìsnik Nacìonalʹnogo unìversitetu ""Lʹvìvsʹka polìtehnìka"". Serìâ Arhìtektura",,,,https://doi.org/10.23939/sa2025.01.095,,,,,,,2025-3-31,"Roman, Romaniv"
10.15669/pnst.7.400,high entropy alloys spall strength,Cooling simulation of RFQ linac with three-layer structure for high duty cycle operation,Progress in Nuclear Science and Technology,,,,https://doi.org/10.15669/pnst.7.400,,,,,,,2025-3-31,"Aki, Murata"
10.18372/2307-9061.74.19885,high entropy alloys spall strength,TASKS AND POWERS OF THE HIGH REPRESENTATIVE OF THE EUROPEAN UNION FOR FOREIGN AFFAIRS AND SECURITY POLICY: THEORETICAL AND LEGAL ASPECTS,"Scientific works of Kyiv Aviation Institute. Series Law Journal ""Air and Space Law""",,,,https://doi.org/10.18372/2307-9061.74.19885,,,,,,,2025-3-31,"Kateryna, Vodolaskova, Olena, Makeieva"
10.1002/adma.202502980,high entropy alloys spall strength,Rational Synthesis of Isomeric Graphdiyne Frameworks toward Single‐Ruthenium Catalysts and High‐Performance Nitrogen Reduction,Advanced Materials,,,,https://doi.org/10.1002/adma.202502980,,,,,,,2025-3-31,"Boxu, Feng, Dong, Zhang, Zhiya, Han, Pengfei, Shi, Pu, Yan, Jinyu, Zhao, Senhe, Huang, Kaiyue, Jiang, Huiping, Ji, Jichao, Zhang, Jinhui, Zhu, Chenbao, Lu, Kecheng, Cao, Xiaodong, Zhuang"
10.1103/physrevaccelbeams.28.034001,high entropy alloys spall strength,Online regularization of Poincaré map of storage rings with Shannon entropy,Physical Review Accelerators and Beams,,,,https://doi.org/10.1103/physrevaccelbeams.28.034001,,,,,,,2025-3-31,"Yongjun, Li, Kelly, Anderson, Derong, Xu, Yue, Hao, Kiman, Ha, Yoshiteru, Hidaka, Minghao, Song, Robert, Rainer, Victor, Smaluk, Timur, Shaftan"
10.3390/e27040374,high entropy alloys spall strength,Transient Thermal Energy Harvesting at a Single Temperature Using Nonlinearity,Entropy,,,,https://doi.org/10.3390/e27040374,,,,,,,2025-3-31,"Tamzeed B., Amin, James M., Mangum, Md R., Kabir, Syed M., Rahman, Ashaduzzaman, Pradeep, Kumar, Luis L., Bonilla, Paul M., Thibado"
10.3390/catal15040338,high entropy alloys spall strength,Carbon-Encapsulated Ni Nanoparticles Catalysts Derived from Ni-Hexamine Coordination Frameworks for Oxygen Reduction Reaction and Oxygen Evolution Reaction,Catalysts,,,,https://doi.org/10.3390/catal15040338,,,,,,,2025-3-31,"Huoxing, Huang, Jiaxing, Huang, Guoyu, Zhong, Shurui, Xu, Hongwei, Chen, Xiaobo, Fu, Shimin, Kang, Junling, Tu, Yongxiao, Tuo, Wenbo, Liao, Baizeng, Fang"
10.1007/s11665-025-11066-z,high entropy alloys spall strength,Effects of High-Temperature Deformation and Welding on Microstructure and Thermomechanical Properties of Ti-6Al-4V,Journal of Materials Engineering and Performance,,,,https://doi.org/10.1007/s11665-025-11066-z,,,,,,,2025-3-31,"J., Nagarjun, M., Senthil Vel, G., Swaminathan, N., Saravanakumar, J., John Rozario Jegaraj, G., Yoganand, P., Mastanaiah"
10.4103/ijcm.ijcm_190_24,high entropy alloys spall strength,Assessing High-Risk HPV Infection Rates in Females Undergoing Cervical Cancer Screening in Western India Using HPV-DNA Testing,Indian Journal of Community Medicine,,,,https://doi.org/10.4103/ijcm.ijcm_190_24,,,,,,,2025-3-31,"Anand, Shah, Bhanuprasad, Kotadia, Ramakrishnan, Padmanaban, Rohini, Patel, Majal C., Shah, Shashank, Pandya, Nirali, Solanki"
10.52183/kspe.2025.32.1.99,high entropy alloys spall strength,Analysis of Public Value in High School Achievement Evaluation System -Focusing on Bozeman’s Public Value Failure Model-,Korea Society Of The Politics Of Education,,,,https://doi.org/10.52183/kspe.2025.32.1.99,,,,,,,2025-3-31,"Hee Gyung, Hong, Minhee, Park, Soyeon, Kim"
10.1136/archdischild-2024-328229,high entropy alloys spall strength,Prehospital paediatric trauma: equipping prehospital providers to deliver high-quality care,Archives of Disease in Childhood,,,,https://doi.org/10.1136/archdischild-2024-328229,,,,,,,2025-3-31,"Laura, Kocierz, Flora, Bird, Anna, Dobbie, Ruth, Bird, Christine L, Henry, David J, Lockey"
10.36838/v7i3.2,high entropy alloys spall strength,Does Fiscal Decentralization Benefit Sustainable Development? Evidence From 2020,International Journal of High School Research,,,,https://doi.org/10.36838/v7i3.2,,,,,,,2025-3-31,"Sebastian, Gillmore"
10.25303/185da50056,high entropy alloys spall strength,"Thermal Conductivity Assessment in Limestone Rocks: Unveiling Patterns through P-Wave Velocity, Uniaxial Compressive Strength and Mineral Composition",Disaster Advances,,,,https://doi.org/10.25303/185da50056,,,,,,,2025-3-31,"Dileep, Gurram, Anup Kumar, Tripathi, S.N. Murthy, Ch., Labani, Ray, Sandeep Kumar, Prajapati"
10.37897/rjmp.2025.1.10,high entropy alloys spall strength,Hand grip strength in patients with chronic liver disease and its reliability as a marker for malnutrition,Romanian Journal of Medical Practice,,,,https://doi.org/10.37897/rjmp.2025.1.10,,,,,,,2025-3-31,"Sai Sindhuri, Maruvada, V, Sornavalli, I, Mariraj, Poonam, Balaganapathi"
10.1111/cea.70043,high entropy alloys spall strength,Differential Expression of Type 1 and Type 17 Immune Pathways and Chemokines in Mild‐to‐Severe Asthma With Mid to High Neutrophilic Inflammation,Clinical &amp; Experimental Allergy,,,,https://doi.org/10.1111/cea.70043,,,,,,,2025-3-31,"Elisa, Arrigo, Vitina, Carriero, Francesca, Bertolini, Stefano, Levra, Camilla, Demasi, Antonino, Di Stefano, Daniela, Miglietta, Gino, Villetti, Fabio Luigi Massimo, Ricciardolo"
10.1017/etds.2025.11,high entropy alloys spall strength,Characterization of the tree cycles with minimum positive entropy for any period,Ergodic Theory and Dynamical Systems,,,,https://doi.org/10.1017/etds.2025.11,,,,,,,2025-3-31,"DAVID, JUHER, FRANCESC, MAÑOSAS, DAVID, ROJAS"
10.33369/jeet.9.1.224-240,high entropy alloys spall strength,Teaching English to Junior High School: A Focus on Problems and Solutions,Journal of English Education and Teaching,,,,https://doi.org/10.33369/jeet.9.1.224-240,,,,,,,2025-3-31,"Maghfirah, Maghfirah, Iskandar Abdul, Samad, Dohra, Fitrisia"
10.34238/tnu-jst.12268,high entropy alloys spall strength,APPLYING THE NEARPOD PLATFORM IN DESIGNING  EXERCISES TO IMPROVE ENGLISH GRAMMATICAL COMPETENCE  FOR HIGH SCHOOL STUDENTS,TNU Journal of Science and Technology,,,,https://doi.org/10.34238/tnu-jst.12268,,,,,,,2025-3-31,"Vũ Đình, Bắc, Hoàng Thị Thanh, Trúc"
10.33477/bs.v14i1.7802,high entropy alloys spall strength,Pengembangan Perangkat Pembelajaran Tipe Kelompok Kariotipe pada Materi Genetika Kelas XII SMA,Biosel Biology Science and Education,,,,https://doi.org/10.33477/bs.v14i1.7802,,,,,,,2025-3-31,"St. Fatima, Kadir, Andi Faridah, Arsal, Syamsiah"
10.15407/mom2025.01.050,high entropy alloys spall strength,Improvement of technology for strengthening aluminum alloy profiles,Metaloznavstvo ta obrobka metalìv,,,,https://doi.org/10.15407/mom2025.01.050,,,,,,,2025-3-31,"A. V., Nogovitsyn, S. V., Prygunov, O. L., Goncharov"
10.46670/jsst.2025.34.2.116,high entropy alloys spall strength,Brief Review of Lead-Free Piezoelectric Ceramics for High-Power Applications,JOURNAL OF SENSOR SCIENCE AND TECHNOLOGY,,,,https://doi.org/10.46670/jsst.2025.34.2.116,,,,,,,2025-3-31,"Dong-Gyu, Lee, Seung-Bum, Kim, Yongke, Yan, Sunghoon, Hur, Hyun-Cheol, Song"
10.3390/en18071735,high entropy alloys spall strength,"High-Quality Heat Flow Determination from Coastal Areas of Fujian Province, China",Energies,,,,https://doi.org/10.3390/en18071735,,,,,,,2025-3-31,"Yaqi, Wang, Yibo, Wang, Guangzheng, Jiang, Jie, Hu, Shengbiao, Hu"
10.1186/s12887-025-05612-w,high entropy alloys spall strength,Evaluating tidal volume stability in extremely preterm infants on high-frequency oscillatory ventilation with volume guarantee,BMC Pediatrics,,,,https://doi.org/10.1186/s12887-025-05612-w,,,,,,,2025-3-31,"Saleh S., Algarni, Omar M., Almutairi, Mohammed, Sufyani, Saad, Alshreedah, Naif, Alotaibi, Sami S., Alanazi, Abeer H., Alharthi, Ibrahim, Alanazi, Abadi, Ghazwani, Ibrahim, Ali, Abdulaziz, Homedi, Saif, Alsaif, Kamal, Ali"
10.3923/asb.2025.01.07,high entropy alloys spall strength,"Latent Tuberculosis Infection in Dutsin-Ma, Nigeria: A Cross-Sectional Study among Healthy and High-Risk Groups",Asian Science Bulletin,,,,https://doi.org/10.3923/asb.2025.01.07,,,,,,,2025-3-31,"Emmanuel Dayo, Alabi, Ignatius, Mzungu, Vivian Vieren, Tyough"
10.24301/mhsw.2025.3.53.1.31,high entropy alloys spall strength,"Impact of Symptom Networks of PTSD, Anxiety, and Depression on Suicidality among High-Risk North Korean Refugees : Applying Community Detection Algorithm for Symptom Clustering",Mental Health &amp; Social Work,,,,https://doi.org/10.24301/mhsw.2025.3.53.1.31,,,,,,,2025-3-31,"Joonbeom, Kim, Sumin, Son"
10.7782/jksr.2025.28.3.294,high entropy alloys spall strength,Proposition of Lateral Construction Gauges of Passenger-only Line with Design Speed up to 200km/h and 250km/h for Semi-High Speed Train(EMU-260),Journal of the Korean Society for Railway,,,,https://doi.org/10.7782/jksr.2025.28.3.294,,,,,,,2025-3-31,"Man-Cheol, Kim"
10.21927/jnki.2025.13(1).127-138,high entropy alloys spall strength,"Effect of ADEEM methods (Assess, Do Massage Frirage, Exercise ROM, Evaluation, Making Schedule) on increasing muscle strength upper extremity of ischemic stroke patients at RSU GMIM Pancaran Kasih Manado",JNKI (Jurnal Ners dan Kebidanan Indonesia) (Indonesian Journal of Nursing and Midwifery),,,,https://doi.org/10.21927/jnki.2025.13(1).127-138,,,,,,,2025-3-31,"Noviyanti, Parapaga, Fery, Mendrofa, Julvainda, Eka"
10.15866/irece.v16i2.25657,high entropy alloys spall strength,Behavior of Silt-Cement-Ground Glass Powder Compacted Blends: Strength and Durability for the Long-Term,International Review of Civil Engineering (IRECE),,,,https://doi.org/10.15866/irece.v16i2.25657,,,,,,,2025-3-31,"Jair, Arrieta Baldovino, Oriana, Palma Calabokis, Yamid, Núñez de la Rosa"
10.15866/irece.v16i2.25547,high entropy alloys spall strength,Impact of Substrate Surface Roughness on Bond Behavior of High-Performance Engineered Cementitious Composites Repair Mortar,International Review of Civil Engineering (IRECE),,,,https://doi.org/10.15866/irece.v16i2.25547,,,,,,,2025-3-31,"Jasim Mohammed, Abed, Ghufran Taha, Mohammed"
10.3390/healthcare13070781,high entropy alloys spall strength,Analysis of Grip Strength Thresholds for Stroke Management and Prevention in South Korean Older Adults,Healthcare,,,,https://doi.org/10.3390/healthcare13070781,,,,,,,2025-3-31,"Jong Hyeon, Lee"
10.1021/acs.jpcc.5c00253,high entropy alloys spall strength,Facile Ball-Milling Synthesis of Carbon-Coated Layered K-Birnessite for High-Rate and Long-Term Potassium-Ion Batteries,The Journal of Physical Chemistry C,,,,https://doi.org/10.1021/acs.jpcc.5c00253,,,,,,,2025-3-31,"Bingxian, Li, Xinhai, Wang, Tinghong, Gao, Wensheng, Yang, Qinyan, Jian, Jiarui, Liu, Lishan, He, Zhenhua, Wu, Yunjun, Ruan"
10.1021/acs.jafc.5c00601,high entropy alloys spall strength,Biocatalytic Preparation of High-Purity DHA-Enriched Partial Glycerides through Semirational Design and Modification of Lipase Lip1897,Journal of Agricultural and Food Chemistry,,,,https://doi.org/10.1021/acs.jafc.5c00601,,,,,,,2025-3-31,"Ying, Meng, Kexin, Yu, Kunpeng, Gao, Hao, Dong, Jianan, Sun, Xiangzhao, Mao"
10.17580/gzh.2025.03.03,high entropy alloys spall strength,Strength variation patterns in salt rocks owing to increased halopelite content,Gornyi Zhurnal,,,,https://doi.org/10.17580/gzh.2025.03.03,,,,,,,2025-3-31,"A. I., Rysin, A. M., Lebedeva, I. A., Otkupshchikova, A. S., Nurtdinov"
10.1021/acssuschemeng.5c01160,high entropy alloys spall strength,Unveiling the Mechanism of Reductive Catalytic Fractionation via Online High-Resolution Mass Spectrometry: Insights into Lignin Valorization,ACS Sustainable Chemistry &amp; Engineering,,,,https://doi.org/10.1021/acssuschemeng.5c01160,,,,,,,2025-3-31,"Linyu, Zhu, Cunhao, Cui, Miloš, Auersvald, Jing, Zhang, Xun, Kuang, Xintong, Xiao, Yuhe, Liao, Zhongyue, Zhou, Kevin M., Van Geem, Fei, Qi"
10.24985/kjss.2025.36.1.74,high entropy alloys spall strength,"Effects of Postprandial Moderate-intensity Continuous Exercise and High-intensity Interval Exercise on Blood Glucose, Blood Pressure, and Blood Lactate Levels in Men Aged 40-50s with Prediabetes and Prehypertension",Korean Journal of Sport Science,,,,https://doi.org/10.24985/kjss.2025.36.1.74,,,,,,,2025-3-31,"Min-Gu, Han, Won-Beom, Park, Man-Gyoon, Lee"
10.15669/pnst.7.279,high entropy alloys spall strength,High reactivity and durability of silicone-supported magnesium chloride composite material for ammonia using thermochemical energy storage,Progress in Nuclear Science and Technology,,,,https://doi.org/10.15669/pnst.7.279,,,,,,,2025-3-31,"Tetta, Enosawa, Saki, Yoshida, Hiroki, Takasu, Yukitaka, Kato"
10.1186/s12967-025-06402-9,high entropy alloys spall strength,Construction of enhanced MRI-based radiomics models using machine learning algorithms for non-invasive prediction of IL7R expression in high-grade gliomas and its prognostic value in clinical practice,Journal of Translational Medicine,,,,https://doi.org/10.1186/s12967-025-06402-9,,,,,,,2025-3-31,"Jie, Zhou"
10.20463/pan.2025.0001,high entropy alloys spall strength,"Effect of 10 weeks combined passive stretching and lower extremity strength exercise intervention on muscle stiffness, pain, and physical function in middle-aged women with back pain",Physical Activity and Nutrition,,,,https://doi.org/10.20463/pan.2025.0001,,,,,,,2025-3-31,"Sang Heon, Kwak, Hun-Young, Park, Sung-Woo, Kim"
10.35663/amp.2025.421.3408,high entropy alloys spall strength,Elevada presencia de enterobacterias con genes de resistencia antimicrobiana en pacientes diagnosticados de COVID-19 en hospitales públicos del Perú,ACTA MEDICA PERUANA,,,,https://doi.org/10.35663/amp.2025.421.3408,,,,,,,2025-3-31,"Pool, Marcos-Carbajal, José, Yareta-Yareta, Carla, Liñan-Martínez, Alex, Fajardo-Loyola, Rafael, Remon-Chinchay, Diana, Romero-Japay, Antonella, Bazán-Huapaya, Mercedes, Márquez-Espinoza, Mario, Chambi-Quispe, Álvaro, Luque-Arapa, Jimena Edith, Pino-Dueñas, Pilar Elizabeth, Diaz-Rengifo, Heriberto, Arévalo-Ramirez, Diana, Santillán-Ruiz, Alexander, Briones-Alejos, Alberto, Salazar-Granara"
10.1002/jsfa.14252,high entropy alloys spall strength,The modulatory effect of pea resistant starch on hyperlipidemia in high fat diet‐induced obese mice is related to their supramolecular structural features,Journal of the Science of Food and Agriculture,,,,https://doi.org/10.1002/jsfa.14252,,,,,,,2025-3-31,"Yan, Li, Wenxin, Cui, Cheng, Lu, Xinzhong, Hu, Zhen, Ma"
10.1190/geo2023-0629.1,high entropy alloys spall strength,Extracting multimodal Scholte wave dispersion spectra from ocean-bottom cable data using a frequency-Hankel transform,GEOPHYSICS,,,,https://doi.org/10.1190/geo2023-0629.1,,,,,,,2025-3-31,"Yao-Chong, Sun, Zhentao, Yang, Lei, Pan, Peng, Han, Jianfeng, Yang, Xiaofei, Chen"
10.57070/2304-4497-2025-1(51)-43-50,high entropy alloys spall strength,MODIFICATION OF TRANSITION ZONE STRUCTURE OF HIGH-SPEED STEEL SURFACING ‒ SUBSTRATE BY ELECTRON-BEAM TREATMENT,Bulletin of the Siberian State Industrial University,,,,https://doi.org/10.57070/2304-4497-2025-1(51)-43-50,,,,,,,2025-3-31,"Viktor E., Gromov, Yurii F., Ivanov, Alexey B., Yuriev, Sergey S., Minenko, Sergey V., Konovalov"
10.32493/strg.v2i1.44978,high entropy alloys spall strength,ANALISA SAMBUNGAN LAS SMAW (SHIELD METAL ARC WELDING) PADA RANGKA MESIN PENCACAH BERBAHAN BESI HOLLOW,Strength : Jurnal Penelitian Teknik Mesin,,,,https://doi.org/10.32493/strg.v2i1.44978,,,,,,,2025-3-31,"Thomas Arnoldus Ngguwa, Joni Arif,, Kaji Janwar  Ajis, Mufrodi, Muhamad Ridwan"
10.1177/09593020251324880,high entropy alloys spall strength,Effects of ankle angle changes on anterior talofibular ligament length and eversion strength in patients with ankle sprain,Isokinetics and Exercise Science,,,,https://doi.org/10.1177/09593020251324880,,,,,,,2025-3-31,"Satoshi, Onoue, Noriaki, Maeda, Tsubasa, Tashiro, Satoshi, Arima, Honoka, Ishihara, Takeru, Abekura, Ayano, Ishida, Kouhei, Yamamoto, Yukio, Urabe"
10.3389/fnut.2025.1538002,high entropy alloys spall strength,The association between daily movement behavior and adjusted handgrip strength in post-menopausal women,Frontiers in Nutrition,,,,https://doi.org/10.3389/fnut.2025.1538002,,,,,,,2025-3-31,"Aishah, Alzuwaydi, Ghedeir M., Alshammari, Mohammed A., Mohammed, Rizwan, Qaisar, M. Azhar, Hussain, Shaea A., Alkahtani"
10.1021/acsomega.4c11245,high entropy alloys spall strength,Geochemical and Reservoir Characteristics of the Middle–High-Mature Shale of the Jurassic Lianggaoshan Formation in Northeast Sichuan Basin and Their Influence on Shale Oil Enrichment,ACS Omega,,,,https://doi.org/10.1021/acsomega.4c11245,,,,,,,2025-3-31,"Jiping, Wang, Binhui, Li, Hongmei, Shao, Yuanhao, Zhang, Chengju, Zhang, Bo, Gao, Zhenxue, Jiang, Hengyuan, Qiu, Xiaohui, Li"
10.3389/fmars.2025.1555911,high entropy alloys spall strength,"Slow growth and high longevity characterize the common, large Arctic brittle star, Ophiopleura borealis",Frontiers in Marine Science,,,,https://doi.org/10.3389/fmars.2025.1555911,,,,,,,2025-3-31,"Hanna, Dinevik, Andreas, Altenburger, Bodil A., Bluhm"
10.1108/sampj-08-2024-0803,high entropy alloys spall strength,Do high-quality online interactions improve corporate ESG performance? Evidence from China,"Sustainability Accounting, Management and Policy Journal",,,,https://doi.org/10.1108/sampj-08-2024-0803,,,,,,,2025-3-31,"Guoqiang, Hu, Congcong, Hou, Hai, Wang"
